"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-","3PTM","FTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","2DO","3D"
"*06v5y*","Dylan Harper","SA","G,Flx","126","SAN","19","MIA Thu 9:30PM","122.5","30.62","90%","+1.1%","0.8","3.0","0.5","14.8","1.0","4.3","4.8","1.0","0.0","2.0","4.3","0.00","0.0","0.0"
"*06mjx*","Ron Holland","DET","F,Flx","127","FA","20","","122.5","24.5","55%","-5.5%","1.4","2.2","0.4","11.6","0.6","2.6","1.8","2.0","0.4","2.0","4.2","0.00","0.0","0.0"
"*06mka*","Tristan da Silva","ORL","F,Flx","128","FA","24","@CHA Thu 8:00PM","122.5","24.5","33%","-4.4%","1.6","1.6","0.4","10.8","0.8","2.2","1.0","0.8","0.2","0.4","0.6","0.00","0.0","0.0"
"*06ca8*","Amen Thompson","HOU","G,F,Flx","129","AQUA","22","","121.5","30.38","100%","-0.1%","0.0","3.5","1.5","14.5","1.5","3.8","5.3","1.0","0.3","2.5","3.5","0.00","0.0","0.0"
"*0621i*","Jake LaRavia","LAL","F,Flx","130","MEME","23","","119.5","23.9","28%","-2.5%","1.8","1.4","1.4","10.4","1.4","3.2","2.6","0.6","0.2","1.4","2.6","0.00","0.0","0.0"
"*04ex8*","Dillon Brooks","PHO","G,F,Flx","131","PERDI","29","","118","39.33","75%","-1.6%","3.0","1.7","0.0","19.3","1.3","2.0","2.3","2.7","0.7","2.3","4.3","0.00","0.0","0.0"
"*06mk3*","Matas Buzelis","CHI","F,Flx","132","VIVA","21","","117.5","29.38","99%","-0.4%","1.5","2.8","0.5","16.8","1.5","3.3","1.5","0.8","1.0","2.3","4.0","0.00","0.0","0.0"
"*051p9*","Keldon Johnson","SA","G,F,Flx","133","OLS","26","MIA Thu 9:30PM","116","29","51%","+0.6%","1.3","1.8","0.5","12.0","3.0","3.5","1.0","0.8","0.0","0.3","2.5","0.00","0.0","0.0"
"*06217*","Dyson Daniels","ATL","G,F,Flx","134","AQUA","22","","115.5","23.1","99%","-0.9%","0.2","0.8","0.8","5.4","0.8","4.6","3.0","2.2","0.6","1.8","3.4","0.00","0.0","0.0"
"*06v58*","Tre Johnson","WAS","G,Flx","135","SFC","19","@OKC Thu 9:00PM","115.5","28.88","76%","+1.1%","2.8","1.0","0.0","14.8","1.3","2.3","2.0","0.3","0.8","1.3","2.5","0.00","0.0","0.0"
"*05uij*","Davion Mitchell","MIA","G,Flx","137","VIVA","27","@SA Thu 9:30PM","115","28.75","82%","-4.2%","0.8","0.5","0.5","8.8","0.8","2.3","8.3","0.8","0.3","1.5","3.0","0.00","0.3","0.0"
"*02ng3*","Khris Middleton","WAS","F,Flx","136","PERDI","34","@OKC Thu 9:00PM","115","28.75","73%","-1.4%","1.3","2.3","0.8","14.0","1.8","4.0","2.3","1.0","0.0","1.5","3.5","0.00","0.3","0.0"
"*06v5n*","Kon Knueppel","CHA","G,F,Flx","138","HLK","20","ORL Thu 8:00PM","113.5","28.38","89%","+1.4%","4.0","0.5","0.5","16.0","0.5","3.8","2.0","0.5","0.0","2.0","2.5","0.00","0.0","0.0"
"*04s00*","Duncan Robinson","DET","G,F,Flx","139","FA","31","","112.5","22.5","30%","-6.1%","2.4","1.6","0.4","10.0","0.6","1.8","1.2","0.2","0.8","0.4","2.8","0.00","0.0","0.0"
"*06mjw*","Stephon Castle","SA","G,Flx","140","SFC","20","MIA Thu 9:30PM","111.5","27.88","98%","-0.1%","1.3","5.0","3.8","18.3","1.5","4.5","4.8","1.3","0.3","6.3","2.5","0.00","0.0","0.0"
"*06cac*","Cason Wallace","OKC","G,F,Flx","142","MEME","21","WAS Thu 9:00PM","111","27.75","88%","-2.6%","1.5","0.3","0.3","7.3","0.8","3.3","4.0","2.3","0.3","1.5","2.5","0.00","0.0","0.0"
"*04qsi*","Jarred Vanderbilt","LAL","F,Flx","141","Otako","26","","111","22.2","23%","+1.1%","0.0","1.6","0.4","5.6","2.4","4.6","1.8","1.8","0.4","2.2","2.0","0.20","0.0","0.0"
"*0621k*","Christian Braun","DEN","G,F,Flx","143","BLIZZ","24","","110.5","27.62","97%","-1.4%","0.5","2.0","0.0","12.5","2.3","1.8","2.8","1.0","0.3","1.0","2.5","0.00","0.0","0.0"
"*06mjv*","Reed Sheppard","HOU","G,Flx","144","SFC","21","","110.5","27.62","81%","-5.8%","2.0","1.0","0.3","10.0","0.8","2.5","3.5","1.3","0.5","1.8","1.3","0.00","0.0","0.0"
"*04qse*","Gary Trent","MIL","G,F,Flx","145","KOW","26","GS Thu 9:00PM","110.5","27.62","63%","-1.5%","3.0","1.0","0.8","13.5","0.0","2.3","2.8","1.3","0.0","1.0","3.0","0.25","0.0","0.0"
"*062dn*","Julian Champagnie","SA","F,Flx","146","VIVA","24","MIA Thu 9:30PM","110","27.5","29%","+1.6%","1.5","1.5","0.8","8.5","0.5","6.3","2.0","0.5","0.3","0.5","1.0","0.00","0.0","0.0"
"*06mk7*","Kelel Ware","MIA","C,Flx","148","AQUA","21","@SA Thu 9:30PM","109.5","27.38","96%","-1.2%","1.3","1.5","0.5","11.3","2.8","4.8","0.5","0.8","0.5","1.5","1.8","0.00","0.0","0.0"
"*0621q*","Nikola Jovic","MIA","F,Flx","147","FAV","22","@SA Thu 9:30PM","109.5","27.38","64%","-3.2%","2.0","2.3","0.3","11.3","0.5","4.5","2.8","0.5","0.3","1.5","1.8","0.00","0.0","0.0"
"*0621y*","Max Christie","DAL","G,F,Flx","149","SAN","22","","108.5","21.7","30%","+1%","2.8","1.4","0.0","11.8","0.0","1.4","1.8","0.2","0.4","1.2","1.6","0.00","0.0","0.0"
"*0527l*","Luguentz Dort","OKC","F,Flx","150","MÃE","26","WAS Thu 9:00PM","108","21.6","50%","-11.1%","1.0","1.6","0.0","7.4","1.6","3.6","2.0","1.0","0.0","1.0","3.0","0.00","0.0","0.0"
"*051oy*","Goga Bitadze","ORL","C,Flx","151","LUK","26","@CHA Thu 8:00PM","107.5","21.5","32%","-2.8%","0.0","1.0","0.8","5.8","2.2","4.0","2.0","0.4","0.8","0.6","2.0","0.20","0.0","0.0"
"*06215*","Bennedict Mathurin","IND","G,F,Flx","153","LUK","23","","106.5","53.25","99%","-0.2%","2.5","11.5","1.5","31.0","1.5","5.5","2.5","0.0","0.0","2.5","3.0","0.00","0.5","0.0"
"*05qt0*","Saddiq Bey","NO","F,Flx","152","FA","26","","106.5","26.62","28%","-2%","2.3","0.8","0.8","10.0","1.5","2.0","1.8","1.3","0.0","0.8","0.5","0.00","0.0","0.0"
"*04ewk*","John Collins","LAC","F,Flx","154","BLIZZ","28","","106","26.5","97%","-1.2%","0.5","1.8","0.8","11.3","2.3","4.3","1.0","1.5","0.8","2.5","1.5","0.00","0.0","0.0"
"*05uuq*","Jock Landale","MEM","C,Flx","155","FA","30","","106","21.2","20%","+3.8%","0.8","1.8","0.4","9.0","2.8","2.4","1.4","0.0","0.8","1.0","3.2","0.00","0.0","0.0"
"*03al2*","Joel Embiid","PHI","C,Flx","156","MEME","31","","103.5","34.5","98%","-0.6%","2.0","3.0","1.3","16.3","1.3","3.7","3.7","0.7","0.7","2.3","2.0","0.00","0.0","0.0"
"*06cp4*","Craig Porter","CLE","G,Flx","157","FA","25","","103","20.6","11%","+1.8%","1.0","0.6","0.4","6.4","1.2","1.6","2.2","1.4","0.0","0.8","0.6","0.00","0.0","0.0"
"*05ujc*","Ayo Dosunmu","CHI","G,F,Flx","158","ANT","25","","101.5","25.38","66%","-2.3%","2.3","1.5","0.3","14.8","0.8","2.0","1.8","0.0","0.0","0.5","1.8","0.00","0.0","0.0"
"*062pk*","Simone Fontecchio","MIA","F,Flx","159","FA","29","@SA Thu 9:30PM","101.5","25.38","24%","+5.4%","2.8","0.5","0.3","12.8","0.5","2.0","1.8","0.8","0.3","0.8","2.5","0.00","0.0","0.0"
"*06mk6*","Carlton Carrington","WAS","G,Flx","160","SFC","20","@OKC Thu 9:00PM","99","24.75","80%","-5.7%","1.5","1.5","0.5","8.0","0.3","3.8","3.8","1.5","0.3","1.5","3.3","0.25","0.0","0.0"
"*06v80*","Ryan Kalkbrenner","CHA","C,Flx","161","RATS","23","ORL Thu 8:00PM","99","24.75","73%","-0.2%","0.0","0.0","0.0","9.5","3.5","3.8","0.8","1.0","1.0","1.5","2.8","0.00","0.3","0.0"
"*06caa*","Ben Sheppard","IND","G,Flx","162","FA","24","","99","24.75","40%","-9%","1.0","1.5","0.5","8.5","1.8","5.0","2.8","0.5","0.3","1.0","3.5","0.00","0.0","0.0"
"*0622e*","Tyrese Martin","BKN","G,Flx","163","FA","26","","98.5","19.7","9%","+0.3%","1.4","0.6","0.0","7.2","1.6","1.8","2.4","0.4","0.0","0.8","0.8","0.00","0.0","0.0"
"*06mll*","Jaylen Wells","MEM","G,F,Flx","165","LUK","22","","98","19.6","69%","-11.8%","1.6","1.8","0.8","9.4","0.4","2.4","1.6","0.8","0.0","1.0","2.2","0.00","0.0","0.0"
"*03e6n*","Jusuf Nurkic","UTA","C,Flx","164","MÃE","31","","98","24.5","30%","-1.5%","0.3","1.3","0.3","8.0","2.3","5.8","2.8","1.5","0.0","2.8","1.5","0.00","0.0","0.0"
"*0621g*","Tari Eason","HOU","F,Flx","166","BLIZZ","24","","97.5","24.38","86%","-5.9%","2.0","0.3","0.5","10.8","1.0","4.3","2.8","0.8","0.5","2.5","1.8","0.00","0.0","0.0"
"*051ok*","DeAndre Hunter","CLE","F,Flx","167","OLS","27","","97","32.33","79%","-1.2%","2.0","3.7","0.7","15.7","1.0","4.0","3.3","0.3","0.0","1.3","2.7","0.00","0.0","0.0"
"*05uj3*","DayRon Sharpe","BKN","C,Flx","169","FA","23","","97","19.4","32%","+1.6%","0.4","1.0","0.4","8.2","2.4","3.0","2.0","1.0","0.8","2.6","3.4","0.00","0.2","0.0"
"*05qzh*","Naji Marshall","DAL","F,Flx","168","BLIZZ","27","","97","19.4","26%","-2.2%","0.0","3.6","0.4","6.8","0.6","3.2","2.0","1.0","0.0","0.8","2.4","0.00","0.0","0.0"
"*06mlz*","Cam Spencer","MEM","G,Flx","170","FA","25","","97","19.4","10%","+0.3%","1.8","1.0","0.2","6.8","0.2","2.2","3.4","0.4","0.0","0.8","1.6","0.00","0.0","0.0"
"*06226*","Moussa Diabate","CHA","C,Flx","172","SFC","23","ORL Thu 8:00PM","96","24","66%","-1.9%","0.0","2.8","1.8","9.8","2.3","3.5","0.3","0.5","1.3","1.0","2.3","0.00","0.3","0.0"
"*05qtl*","Cole Anthony","MIL","G,Flx","171","MEME","25","GS Thu 9:00PM","96","32","59%","+1.7%","1.0","1.0","1.3","12.0","0.7","2.7","7.0","0.7","0.7","1.0","4.0","0.00","0.0","0.0"
"*06cc5*","Anthony Black","ORL","G,Flx","173","VIVA","21","@CHA Thu 8:00PM","95.5","19.1","40%","+4.4%","0.8","2.8","1.6","11.6","0.6","3.0","1.8","0.8","0.6","2.8","2.6","0.00","0.0","0.0"
"*06mlr*","Jamal Shead","TOR","G,Flx","174","FA","23","","95.5","19.1","21%","-0.2%","1.0","1.4","0.4","6.4","0.2","1.0","5.2","0.6","0.0","1.2","1.6","0.00","0.0","0.0"
"*0621o*","Blake Wesley","POR","G,Flx","175","FA","22","","95.5","19.1","11%","+0.5%","0.4","1.0","0.6","6.2","0.4","2.4","3.4","1.6","0.2","1.4","2.8","0.00","0.0","0.0"
"*05uif*","Jalen Suggs","ORL","G,Flx","177","RATS","24","@CHA Thu 8:00PM","95","23.75","91%","-1.4%","1.8","2.0","0.3","11.3","0.5","3.3","4.3","1.0","0.3","3.0","3.3","0.00","0.0","0.0"
"*05qt4*","Aaron Nesmith","IND","F,Flx","176","RATS","26","","95","23.75","84%","-4.3%","2.8","0.5","1.3","10.8","1.5","3.3","1.0","0.0","0.5","0.5","2.8","0.00","0.0","0.0"
"*0623m*","Keon Ellis","SAC","G,Flx","179","OLS","25","","93.5","18.7","52%","-7.4%","1.2","1.0","0.6","7.8","0.2","1.6","0.6","1.8","0.2","0.6","2.4","0.00","0.0","0.0"
"*06cc2*","Gradey Dick","TOR","G,F,Flx","178","LUK","21","","93.5","18.7","52%","-7.1%","1.0","2.6","0.6","8.0","0.8","2.0","0.4","0.6","0.0","0.2","0.8","0.00","0.0","0.0"
"*04qsn*","Svi Mykhailiuk","UTA","F,Flx","180","FA","28","","93.5","23.38","14%","+4.9%","2.0","0.5","0.0","9.0","1.3","1.3","1.8","1.5","0.0","1.0","1.0","0.00","0.0","0.0"
"*06v7z*","Sion James","CHA","G,Flx","181","FA","22","ORL Thu 8:00PM","93","23.25","21%","+4.9%","1.8","1.0","0.0","8.3","0.8","1.5","1.5","0.8","0.5","0.3","0.5","0.00","0.0","0.0"
"*0015e*","Mike Conley","MIN","G,Flx","182","VITAO","38","","92.5","18.5","24%","-7.8%","1.0","1.2","0.0","5.4","0.6","1.8","3.0","1.0","0.6","1.4","2.2","0.00","0.0","0.0"
"*06pw1*","RayJ Dennis","IND","G,Flx","183","FA","24","","92","30.67","19%","+8.2%","2.3","1.7","0.3","12.0","1.7","1.3","5.3","0.7","1.0","2.0","3.7","0.33","0.0","0.0"
"*02nf9*","Andre Drummond","PHI","C,Flx","184","FA","32","","90","22.5","24%","-0.1%","0.0","0.3","1.0","4.3","3.5","4.0","0.8","0.8","0.8","0.0","2.0","0.00","0.0","0.0"
"*05qsl*","Patrick Williams","CHI","F,Flx","186","FA","24","","89.5","22.38","21%","-0.2%","1.8","1.0","0.8","9.3","0.3","3.5","1.5","0.8","0.5","1.0","1.8","0.00","0.0","0.0"
"*04ewd*","Luke Kennard","ATL","G,Flx","185","KOW","29","","89.5","17.9","17%","+0.2%","1.4","1.2","0.2","8.2","0.6","1.6","2.4","0.6","0.2","1.4","1.6","0.00","0.0","0.0"
"*06cbz*","Brice Sensabaugh","UTA","F,Flx","187","RATS","22","","88.5","22.12","57%","-4.3%","1.8","1.5","0.0","10.8","0.0","3.8","1.3","0.5","0.3","1.0","1.8","0.00","0.0","0.0"
"*05wqo*","Dru Smith","MIA","G,Flx","188","FA","27","@SA Thu 9:30PM","88","22","15%","+2%","1.3","0.0","0.0","5.8","1.0","0.5","3.8","1.8","0.3","1.0","1.5","0.00","0.0","0.0"
"*06mle*","Kyle Filipowski","UTA","F,C,Flx","189","AQUA","21","","86.5","21.62","81%","-5.4%","1.3","0.8","0.5","7.5","1.8","3.3","3.3","0.3","0.3","0.8","3.5","0.00","0.0","0.0"
"*027ou*","Klay Thompson","DAL","G,F,Flx","191","KNTC","35","","86","17.2","69%","-11.9%","1.4","0.8","0.0","8.2","0.2","2.8","1.4","0.2","0.4","1.2","0.8","0.00","0.0","0.0"
"*06ccz*","Mouhamed Gueye","ATL","F,Flx","190","FA","22","","86","17.2","18%","-2.1%","1.0","0.4","0.8","7.4","1.4","2.2","1.4","0.2","0.8","1.0","1.8","0.20","0.0","0.0"
"*05qsx*","Obi Toppin","IND","F,C,Flx","192","AQUA","27","","85.5","28.5","66%","-9.9%","1.0","3.0","0.0","14.0","1.0","5.7","1.7","1.0","0.0","2.0","2.3","0.00","0.0","0.0"
"*0621t*","Peyton Watson","DEN","F,Flx","193","FA","23","","85.5","21.38","28%","-3.8%","0.5","1.5","0.0","6.5","0.5","2.3","2.0","0.8","1.5","1.3","1.3","0.00","0.0","0.0"
"*0529c*","Dean Wade","CLE","F,Flx","194","FA","28","","84.5","16.9","10%","-0.3%","1.4","1.2","0.6","6.2","0.8","2.8","0.8","0.6","0.2","0.4","2.4","0.00","0.0","0.0"
"*049ka*","Lonzo Ball","CLE","G,Flx","195","PERDI","28","","82.5","20.62","52%","-6.4%","1.0","0.8","0.5","4.8","1.0","2.8","6.0","1.0","0.0","2.8","0.5","0.00","0.0","0.0"
"*005ki*","Brook Lopez","LAC","C,Flx","196","VITAO","37","","81","20.25","59%","-4.2%","2.0","0.3","0.3","7.3","0.5","3.3","0.5","0.3","1.3","0.8","1.8","0.00","0.0","0.0"
"*06v8e*","Javon Small","MEM","G,Flx","197","FA","22","","81","16.2","20%","-0.2%","1.2","1.6","0.4","6.4","0.2","1.2","4.2","0.0","0.2","1.4","1.2","0.00","0.0","0.0"
"*05293*","John Konchar","MEM","G,Flx","198","FA","29","","80.5","16.1","8%","+0.3%","0.6","0.2","0.0","4.0","0.2","3.0","1.0","1.0","0.6","0.6","0.8","0.00","0.0","0.0"
"*031mb*","Tim Hardaway","DEN","G,F,Flx","199","HLK","33","","78","19.5","21%","-2.4%","2.5","0.8","0.3","11.3","0.3","0.8","1.0","0.5","0.0","0.3","2.3","0.00","0.0","0.0"
"*06v5g*","Jeremiah Fears","NO","G,Flx","200","KOW","19","","77.5","19.38","50%","+0.2%","0.3","1.5","0.8","13.3","0.8","1.0","2.8","1.3","0.0","2.3","2.3","0.00","0.0","0.0"
"*04qrx*","Josh Okogie","HOU","G,F,Flx","201","FA","27","","77","19.25","12%","+1.1%","1.5","2.5","0.5","9.5","0.8","1.0","1.3","0.5","0.3","0.5","2.5","0.00","0.0","0.0"
"*06mjy*","Tidjane Salaun","CHA","F,Flx","202","FA","20","ORL Thu 8:00PM","76","19","25%","+0.1%","1.0","1.0","0.5","5.0","1.0","4.5","1.0","0.5","0.3","0.3","1.8","0.00","0.0","0.0"
"*06234*","AJ Green","MIL","G,Flx","203","FA","26","GS Thu 9:00PM","75.5","18.88","33%","+5.2%","3.3","1.0","0.3","12.3","0.0","2.5","0.8","0.3","0.0","1.3","3.3","0.00","0.0","0.0"
"*0558v*","Javonte Green","DET","G,F,Flx","204","FA","32","","75.5","15.1","6%","+0.3%","1.0","0.4","0.2","5.0","0.8","1.6","1.0","0.8","0.2","0.4","1.0","0.00","0.0","0.0"
"*02nf7*","Harrison Barnes","SA","F,Flx","205","ANT","33","MIA Thu 9:30PM","74.5","18.62","24%","-2.1%","1.5","1.0","0.0","9.0","0.8","0.8","3.0","0.5","0.5","1.8","1.8","0.00","0.0","0.0"
"*042n8*","Taurean Prince","MIL","G,F,Flx","207","FA","31","GS Thu 9:00PM","74.5","18.62","19%","+2%","2.0","0.0","0.0","7.5","0.0","1.8","1.5","1.3","0.5","1.0","2.5","0.00","0.0","0.0"
"*05ujs*","Sandro Mamukelashvili","TOR","F,C,Flx","206","FA","26","","74.5","14.9","15%","+0.9%","0.8","1.2","0.6","8.4","0.2","1.6","2.2","0.2","0.2","0.8","2.4","0.00","0.0","0.0"
"*042n3*","Buddy Hield","GS","G,F,Flx","208","OLS","32","@MIL Thu 9:00PM","74","14.8","47%","-11.8%","1.2","0.6","0.0","7.4","0.4","1.2","1.4","0.6","0.0","0.8","1.0","0.00","0.0","0.0"
"*05uio*","Moses Moody","GS","G,F,Flx","210","LUK","23","@MIL Thu 9:00PM","73.5","24.5","30%","+2.7%","3.0","2.3","0.7","12.0","0.0","2.3","1.0","1.0","0.7","2.0","1.7","0.00","0.0","0.0"
"*048zt*","Derrick Jones","LAC","F,Flx","209","FA","28","","73.5","18.38","24%","-0.5%","1.8","0.3","0.3","9.0","0.8","1.5","1.0","0.5","0.8","0.8","2.8","0.00","0.0","0.0"
"*06mkc*","Jaylon Tyson","CLE","G,F,Flx","211","VITAO","22","","73.5","14.7","19%","-0.8%","1.2","0.8","0.4","8.0","0.8","1.8","1.0","1.2","0.4","1.6","4.2","0.00","0.0","0.0"
"*06v56*","Walter Clayton","UTA","G,Flx","212","ANT","22","","73","18.25","47%","-2.5%","1.0","1.0","0.0","7.5","1.3","2.5","3.0","0.8","0.0","1.8","2.3","0.00","0.0","0.0"
"*06v5h*","Derik Queen","NO","C,Flx","213","KNTC","20","","72.5","18.12","52%","-2.8%","0.0","2.5","1.0","8.5","1.5","4.0","0.3","0.8","0.8","1.3","3.8","0.25","0.0","0.0"
"*051p0*","Matisse Thybulle","POR","G,F,Flx","214","KNTC","28","","72.5","18.12","18%","-1.8%","1.0","1.0","0.0","5.0","0.0","1.0","0.8","2.5","0.0","0.3","1.8","0.25","0.0","0.0"
"*027oo*","Jonas Valanciunas","DEN","C,Flx","215","BLIZZ","33","","71.5","17.88","35%","-5.6%","0.0","1.5","0.8","8.5","1.0","4.0","1.5","0.0","0.5","1.0","1.8","0.00","0.0","0.0"
"*04ewu*","Josh Hart","NY","G,F,Flx","216","LUK","30","","70.5","23.5","98%","-1%","0.3","0.7","0.7","3.7","3.3","4.3","4.0","1.0","0.0","1.7","1.3","0.00","0.0","0.0"
"*06ca7*","Cam Whitmore","WAS","F,Flx","218","SAN","21","@OKC Thu 9:00PM","70.5","17.62","66%","-9.3%","0.8","1.0","0.3","10.3","0.8","2.3","1.0","1.0","0.0","1.5","1.0","0.25","0.0","0.0"
"*03r7l*","Larry Nance","CLE","F,C,Flx","217","FA","32","","70.5","14.1","13%","-0.7%","0.8","0.2","0.4","5.4","0.6","3.4","1.4","0.4","0.2","0.6","2.6","0.00","0.0","0.0"
"*04qsj*","Bruce Brown","DEN","G,Flx","220","FA","29","","70","17.5","24%","-4.5%","0.8","0.3","0.3","5.5","1.5","2.8","2.0","1.0","0.3","1.0","2.8","0.00","0.0","0.0"
"*06v8p*","Will Richard","GS","G,Flx","221","FA","22","@MIL Thu 9:00PM","70","14","19%","-0.5%","0.8","0.6","0.2","5.4","0.6","1.4","1.4","1.2","0.0","0.8","2.0","0.00","0.0","0.0"
"*005l0*","Nicolas Batum","LAC","F,Flx","219","FA","36","","70","17.5","8%","+0.7%","1.0","0.0","0.0","3.0","0.5","2.5","0.8","1.3","0.8","0.0","1.8","0.00","0.0","0.0"
"*06v5r*","Egor Demin","BKN","G,Flx","222","Otako","19","","69","17.25","72%","-8.2%","2.3","0.8","0.3","7.5","0.8","3.3","2.5","0.5","0.0","2.0","2.8","0.00","0.0","0.0"
"*06mly*","Quinten Post","GS","F,C,Flx","223","FAV","25","@MIL Thu 9:00PM","69","13.8","21%","-3.1%","1.0","0.0","0.0","3.8","0.8","2.8","0.8","0.2","0.6","0.6","0.8","0.00","0.0","0.0"
"*03nwn*","Bobby Portis","MIL","F,C,Flx","225","FAV","30","GS Thu 9:00PM","68.5","17.12","81%","-8.3%","1.0","0.0","0.0","8.0","1.3","4.8","0.5","0.3","0.3","1.3","1.8","0.00","0.0","0.0"
"*06mk9*","Dalton Knecht","LAL","G,F,Flx","224","Otako","24","","68.5","17.12","28%","-3.3%","0.8","1.0","0.3","8.3","0.0","1.5","0.5","0.8","1.0","1.0","0.8","0.00","0.0","0.0"
"*0621x*","Jaylin Williams","OKC","F,C,Flx","226","FA","23","WAS Thu 9:00PM","68.5","13.7","20%","-3.3%","0.6","0.4","0.0","4.2","0.4","3.0","1.6","0.8","0.4","1.2","1.8","0.00","0.0","0.0"
"*05uj9*","Herbert Jones","NO","F,Flx","228","HLK","27","","68","17","88%","-3.2%","1.5","1.3","0.3","8.3","1.3","3.5","1.5","1.0","0.3","2.0","4.8","0.25","0.0","0.0"
"*06ccd*","Noah Clowney","BKN","F,C,Flx","227","AQUA","21","","68","13.6","28%","-2.8%","0.8","1.6","0.2","5.2","1.0","2.6","1.6","0.2","0.0","1.2","1.0","0.00","0.0","0.0"
"*05uip*","Corey Kispert","WAS","F,Flx","229","FA","26","@OKC Thu 9:00PM","68","17","19%","-0.7%","1.5","0.3","0.8","7.8","0.0","2.8","1.5","0.3","0.3","0.5","1.3","0.00","0.0","0.0"
"*04xdu*","Drew Eubanks","SAC","C,Flx","230","FA","28","","67.5","13.5","10%","-5.3%","0.0","0.6","1.0","1.8","0.6","2.4","0.2","0.8","1.4","0.6","0.6","0.00","0.0","0.0"
"*05uik*","Ziaire Williams","BKN","F,Flx","231","FA","24","","67","22.33","24%","-3%","2.3","1.3","0.3","10.3","1.0","1.0","0.3","1.3","0.0","0.0","3.3","0.00","0.0","0.0"
"*0017e*","Chris Paul","LAC","G,Flx","233","BLIZZ","40","","66.5","16.62","52%","-13.5%","0.8","0.3","0.0","2.5","0.8","0.8","4.0","1.8","0.0","1.0","2.3","0.00","0.0","0.0"
"*05uis*","Tre Mann","CHA","G,Flx","232","FA","24","ORL Thu 8:00PM","66.5","16.62","24%","-3.7%","1.0","1.0","0.3","6.0","0.8","2.5","3.3","1.0","0.0","2.0","2.0","0.00","0.0","0.0"
"*06cc0*","Taylor Hendricks","UTA","F,Flx","234","HLK","21","","65.5","16.38","52%","-11.3%","0.5","1.0","0.5","5.0","2.0","2.8","0.3","0.5","0.5","0.8","0.8","0.00","0.0","0.0"
"*04jwb*","Luke Kornet","SA","C,Flx","235","FA","30","MIA Thu 9:30PM","65","32.5","29%","-0.9%","0.0","1.0","1.0","8.0","5.0","3.0","3.5","0.0","1.5","0.5","2.0","0.50","0.5","0.0"
"*06mkd*","Yves Missi","NO","F,C,Flx","236","PERDI","21","","63.5","21.17","81%","-6.8%","0.0","2.0","2.0","8.7","2.3","3.7","1.3","0.3","1.0","1.3","2.7","0.00","0.0","0.0"
"*06mln*","Adem Bona","PHI","C,Flx","237","AQUA","22","","63","15.75","44%","-12.3%","0.0","1.0","0.8","2.5","1.5","1.5","0.8","0.3","2.3","0.8","1.5","0.25","0.0","0.0"
"*04ewr*","Kyle Kuzma","MIL","F,Flx","240","RATS","30","GS Thu 9:00PM","62.5","20.83","77%","-6.6%","0.0","2.3","0.3","8.3","0.0","4.0","1.3","1.0","1.0","1.3","2.3","0.00","0.0","0.0"
"*0496e*","Alex Caruso","OKC","G,F,Flx","239","MÃE","31","WAS Thu 9:00PM","62.5","31.25","55%","-6.7%","2.0","1.0","0.0","8.0","0.5","1.5","3.0","2.0","1.0","0.5","1.5","0.00","0.0","0.0"
"*049ki*","Marvin Bagley","WAS","F,C,Flx","238","FA","26","@OKC Thu 9:00PM","62.5","15.62","12%","-0.3%","0.3","1.0","1.0","6.8","1.5","2.3","1.3","0.8","0.3","0.8","2.8","0.00","0.0","0.0"
"*05uja*","Miles McBride","NY","G,Flx","241","MEME","25","","62","31","35%","-0.3%","3.0","2.5","0.5","12.5","1.5","1.5","2.5","1.0","0.5","1.0","3.0","0.00","0.0","0.0"
"*06v5a*","Collin Murray-Boyles","TOR","F,Flx","243","Otako","20","","61.5","20.5","50%","+3.3%","2.0","0.7","0.7","10.7","1.0","1.0","1.0","1.0","0.3","1.0","2.3","0.00","0.0","0.0"
"*05ujq*","Luka Garza","BOS","C,Flx","242","MÃE","26","","61.5","15.38","18%","-3.8%","0.8","1.8","0.5","7.0","2.3","1.3","1.0","0.3","0.5","1.0","3.0","0.00","0.0","0.0"
"*042n2*","Kris Dunn","LAC","G,Flx","244","FA","31","","60.5","15.12","21%","-0.2%","1.0","0.5","0.0","7.0","1.5","1.8","0.8","1.0","0.0","1.3","1.8","0.00","0.0","0.0"
"*06ca5*","Kris Murray","POR","F,Flx","245","FA","25","","60.5","15.12","12%","0%","0.5","0.5","0.0","5.5","1.0","1.3","0.5","1.3","0.3","0.5","1.3","0.00","0.0","0.0"
"*051or*","Cameron Johnson","DEN","F,Flx","246","OLS","29","","59.5","14.88","93%","-4.4%","1.3","1.8","0.3","8.0","0.5","2.0","1.5","0.5","0.0","1.0","3.3","0.00","0.0","0.0"
"*06cc8*","Dereck Lively","DAL","C,Flx","247","SAN","21","","59.5","19.83","86%","-5.4%","0.0","0.7","0.7","5.3","1.3","3.7","3.0","0.7","1.3","1.7","3.0","0.00","0.0","0.0"
"*04qs3*","Landry Shamet","NY","G,Flx","248","FA","28","","59.5","14.88","5%","+0.6%","1.8","1.3","0.0","7.0","0.5","1.8","0.8","0.5","0.0","1.0","1.0","0.00","0.0","0.0"
